Henry Laurens,Patrick Henry,Sept. 26  1778
Cornelius Harnett,Richard Caswell,Sept. 26  1778
Josiah Bartlett,Meshech Weare,Sept. 26  1778
Gouverneur Morris,George Clinton,Sept. 27  1778
Examination of William Carmichael,Sept. 28  1778
The North Carolina Delegates,Richard Caswell,Sept. 29  1778
Samuel Chase,Thomas Johnson jr.,Sept. 29  1778
The Committee of Arrangement,George Washington,Sept. 30  1778
Examination of William Carmichael,Sept. 30  1778
Henry Laurens,William Livingston,Oct. 1 1778
Robert Morris,William Bingham,Oct. 1 1778
Cornelius Harnett,Richard Caswell,Oct. 4  1778
Richard Henry Lee,Thomas Jefferson,Oct. 5  1778
Examination of William Carmichael,Oct. 5  1778
Samuel Holten,Diary,Oct. 5  1778
Henry Laurens,Rawlins Lowndes,Oct. 6  1778
Henry Laurens,Memorandum,Oct. 6 1778
Henry Laurens,William Livingston,Oct. 6  1778
Roger Sherman,Jonathan Trumbull,Oct. 6  1778
Josiah Bartlett,Meshech Weare,Oct. 6  1778
Cyrus Griffin,Thomas Jefferson,Oct. 6  1778
Henry Laurens,George Washington,Oct. 9  1778
Henry Laurens,William Heath,Oct. 10  1778
Samuel Adams,James Warren,Oct. 11 1778
Joseph Reed,Motion,Oct. 12 1778
Samuel Adams,James Warren,Oct. 14  1778
The Connecticut Delegates,Jonathan Trumbull,Oct. 15  1778
Samuel Holten,Diary,Oct. 15-16 1778
Samuel Adams,Jonathan Trumbull,Oct. 16  1778
Samuel Adams,Samuel Phillips Savage,Oct. 17  1778
Samuel Adams,James Warren,Oct. 17  1778
John Mathews,Thomas Bee,Oct. 17 1778
Henry Laurens,Joseph Reed,Oct. 18  1778
John Penn,Richard Caswell,Oct. 18  1778
Samuel Holten,Diary,Oct. 18-20 1778
John Henry,Thomas Johnson jr.,Oct. 20  1778
Thomas Burke,Richard Caswell,Oct. 20  1778
Samuel Adams,James Warren,Oct. 20  1778
Richard Henry Lee,Patrick Henry,Oct. 21  1778
Henry Marchant,the Rhode Island Assembly,Oct. 21  1778
Henry Laurens,George Washington,Oct. 22  1778
Cornelius Harnett,Richard Caswell,Oct. 24  1778
Samuel Holten,Diary,Oct. 22-24 1778
James Lovell,John Adams,Oct. 24  1778
Samuel Adams,John Adams,Oct. 25  1778
Gouverneur Morris,George Washington,Oct. 26  1778
Henry Laurens,Diego Joseph Navarro,Oct. 27  1778
Josiah Bartlett,John Langdon,Oct. 27 1778
Roger Sherman,Jonathan Trumbull,Oct. 27 1778
Richard Henry Lee,Arthur Lee,Oct. 27  1778
Samuel Holten,Diary,Oct. 28  1778
The Committee of Foreign Affairs,William Lee,Oct. 28  1778
Henry Laurens,Horatio Gates,Oct. 29  1778
The Committee of Foreign Affairs,Arthur Lee,Oct. 29  1778
Richard Henry Lee,John Adams,Oct. 29  1778
Samuel Holten,Diary,Oct. 30-31 1778
Roger Sherman,Elisha Paine,Oct. 31  1778
Continental Congress,Resolution,Oct. 31  1778
Henry Laurens,Caesar Rodney,Nov. 1 1778
Henry Laurens,George Washington,Nov. 1 1778
Richard Henry Lee,Jonathan Trumbull,Nov. 2  1778
Samuel Adams,James Warren,Nov. 3  1778
James Lovell,Horatio Gates,Nov. 3  1778
Henry Marchant,William Greene,Nov. 3  1778
Richard Henry Lee,Sir James Jay,Nov. 3  1778
Cornelius Harnett,Thomas Burke,Nov. 3  1778
Henry Laurens,the Marquis de Lafayette,Nov. 5  1778
John Penn,Richard Caswell,Nov. 5  1778
A Committee of Congress,Thomas Johnson jr.,Nov. 5  1778
Henry Marchant,William Greene,Nov. 8  1778
Samuel Holten,Diary,Nov. 6-7 1778
Henry Laurens,Caesar Rodney,Nov. 7  1778
Henry Laurens,William Malcom,Nov. 8  1778
Elbridge Gerry,James Warren. Nov. 8  1778
Samuel Adams,James Warren,Nov. 9  1778
Henry Laurens,Jonathan Trumbull,Nov. 10  1778
The Connecticut Delegates,Jonathan Trumbull,Nov. 10  1778
Cornelius Harnett,Richard Caswell,Nov. 10  1778
Gouverneur Morris,George Washington,Nov. 11  1778
A Committee of Congress,the Several States,Nov. 11  1778
A Committee of Congress,the Several States,Nov. 11  1778
A Committee of Congress,the Several States,Nov. 11  1778
A Committee of Congress,the Several States,Nov. 11  1778
James Lovell,Horatio Gates,Nov. 11  1778
Henry Laurens,John Sullivan,Nov. 12  1778
Samuel Holten,Diary,Nov. 13  1778
The South Carolina Delegates,Rawlins Lowndes,Nov. 14  1778
Richard Henry Lee,Patrick Henry,Nov. 15  1778
Henry Laurens,Lord Stirling,Nov. 15  1778
Henry Laurens,Caesar Rodney,Nov. 16  1778
Joseph Reed,William Irvine,Nov. 16  1778
Henry Laurens,George Washington,Nov. 20  1778
Henry Laurens,Stephen Drayton,Nov. 21  1778
Henry Laurens,Francis Huger,Nov. 21  1778
Samuel Adams,James Warren,Nov. 23  1778
Samuel Holten,Diary,Nov. 23, 24 506 1778
Henry Laurens,Benjamin Lincoln,Nov. 24  1778
William Whipple,Meshech Weare,Nov. 24  1778
Roger Sherman,Jonathan Trumbull,Nov. 24  1778
The Rhode Island Delegates,William Greene,Nov. 24  1778
John Witherspoon,Part of a Speech in Congress upon the Confederation,Nov. 25 1778
Cornelius Harnett,Richard Caswell,Nov. 28  1778
Henry Laurens,Lord Stirling,Nov. 29  1778
William Whipple,Josiah Bartlett,Nov. 30  1778
Samuel Adams,Jeremiah Powell,Dec. 1 1778
The New York Delegates,George Clinton,Dec. 1 1778
Henry Laurens,Philip Schuyler,Dec. 2  1778
James Duane,George Clinton,Dec. 2  1778
Henry Laurens,Silas Deane,Dec. 3  1778
Francis Lewis,George Clinton,Dec. 3  1778
Samuel Holten,Diary,Dec. 1-4 1778
Henry Laurens,Philip Schuyler,Dec. 4  1778
Henry Laurens,Memorandum,Dec. 4  1778
John Fell,Diary,Dec. 5-8 1778
Henry Laurens,Lord Stirling,Dec. 5  1778
John Penn,William Woodford,Dec. 6  1778
Henry Laurens,Lord Stirling,Dec. 7  1778
Henry Laurens,Rawlins Lowndes,Dec. 7  1778
Henry Laurens,George Washington,Dec. 8  1778
William Whipple,Meshech Weare,Dec. 8  1778
The Committee of Foreign Affairs,Benjamin Franklin,Dec. 8  1778
Nathaniel Scudder,Richard Henry Lee,Dec. 9  1778
Henry Laurens,Notes on his Letter of Resignation,Dec. 9  1778
Henry Laurens,John Parke (Philopatros,Philalethes),Dec. 9 1778
Henry Laurens,Memoranda,Dec. 9-10 1778
John Fell,Diary,Dec. 9-10 1778
John Jay,George Clinton,Dec. 10  1778
James Duane,George Clinton,Dec. 10  1778
Francis Lightfoot Lee,Arthur Lee,Dec. 10  1778
John Fell,Diary,Dec. 11-13 1778
Samuel Adams,Mrs. Adams,Dec. 13  1778
William Whipple,Josiah Bartlett,Dec. 14  1778
William Whipple,Meshech Weare,Dec. 14  1778
Samuel Holten,Diary,Dec. 14  1778
John Fell,Diary,Dec. 14-15 1778
James Duane,George Clinton,Dec. 15  1778
Francis Lightfoot Lee,Arthur Lee,Dec. 15  1778
James Lovell,Horatio Gates,Dec. 15  1778
John Fell,Diary,Dec. 16  1778
Henry Laurens,Rawlins Lowndes,Dec. 16  1778
The Connecticut Delegates,Jonathan Trumbull,Dec. 16  1778
John Fell,Diary,Dec. 17-18 1778
Edward Langworthy,William Duer,Dec. 18 1778
John Jay,Rawlins Lowndes,Dec. 18  1778
Samuel Adams,James Bowdoin,Dec. 19  1778
John Fell,Diary,Dec. 19-20 1778
Thomas Burke,Richard Caswell,Dec. 20  1778
William Whipple,John Langdon,Dec. 21  1778
Samuel Adams,John Winthrop,Dec. 21  1778
John Fell,Diary,Dec. 21, 22 545 1778
Francis Lightfoot Lee,Richard Henry Lee,Dec. 22  1778
James Duane,Mrs. Duane,Dec. 22  1778
The North Carolina Delegates,Richard Caswell,Dec. 22  1778
The Maryland Delegates,Thomas Johnson jr.,Dec. 23  1778
John Fell,Diary,Dec. 23-24 1778
Samuel Holten,Diary,Dec. 23-25 1778
Francis Lightfoot Lee,Richard Henry Lee,Dec. 25  1778
Samuel Adams,Samuel Cooper,Dec. 25  1778
Samuel Adams,Charles Chauncy,Dec. 25  1778
John Fell,Diary,Dec. 26-28 1778
Samuel Holten,Diary,Dec. 28-29 1778
John Fell,Diary,Dec. 29  1778
Samuel Holten,Diary,Dec. 30-31 1778
John Fell,Diary,Dec. 30-31 1778
Francis Lewis,George Clinton,Dec. 31  1778
Henry Laurens,Notes,Dec 31 1778
